Time,Open,High,Low,Close,Volume,VolumeForecast,VolumeForecast_Min,VolumeForecast_Max,VolumeForecast_Var,Uncertainty_Percentage
2022-04-28 22:30:00+03:30,1892.418,1896.608,1892.338,1895.888,1980610.013,2171970.5038702,1794994.2,2602099.2,58282956499.45697,615594.3763532424
2022-04-28 23:30:00+03:30,1895.888,1896.188,1893.638,1894.228,941810.0119,966478.9422680784,440371.6,2054474.1,231709824189.9432,5500135.404083471
2022-04-29 01:30:00+03:30,1894.138,1895.318,1892.758,1892.768,397379.9944,834119.4409502646,541942.7,1355273.0,56873257136.770905,1564215.5195818846
2022-04-29 02:30:00+03:30,1892.808,1895.563,1892.468,1895.428,634370.029,751131.4010271948,482719.72,876920.3840972304,13989617792.965279,427257.85749625484
2022-04-29 03:30:00+03:30,1895.418,1897.898,1894.888,1897.163,959879.9944,1272425.8703469534,889147.648135257,1775431.9906,70103828567.98888,1263934.3646203391
2022-04-29 04:30:00+03:30,1897.163,1905.738,1896.523,1902.378,2197350.025,1782734.110179584,1369180.6024935786,2426159.9544,109472959163.23984,1408757.885262815
2022-04-29 05:30:00+03:30,1902.388,1904.488,1898.458,1900.643,2026870.012,1788168.9337126552,1481881.8,2251480.8,47904875355.201836,614579.5117586679
2022-04-29 06:30:00+03:30,1900.653,1904.248,1900.138,1904.228,2160559.893,1724675.9007432011,1169914.00732,2175008.795107222,97944403128.71869,1302829.8695342299
2022-04-29 07:30:00+03:30,1904.228,1905.853,1903.353,1905.763,1004009.962,1592026.4646222522,1067436.00378,2237633.2,99203212420.60635,1429524.6661580054
2022-04-29 08:30:00+03:30,1905.753,1908.238,1905.368,1906.798,2083590.031,1591675.1776657724,1408914.4,1773791.4,10550532395.61175,152046.91391608564
2022-04-29 09:30:00+03:30,1906.798,1912.753,1906.118,1911.403,2918920.04,2567023.419286316,2170635.5,2746786.0,30801414136.7514,275250.42517353524
2022-04-29 10:30:00+03:30,1911.403,1917.788,1909.948,1917.145,3390269.995,3040284.940868867,2791786.154990252,3260429.5,22538635281.981503,170050.52251518975
2022-04-29 11:30:00+03:30,1917.145,1917.313,1912.818,1913.833,2707870.007,3051135.3059515525,2944874.5,3174253.0,6416141597.305224,48220.20311786739
2022-04-29 12:30:00+03:30,1913.843,1916.853,1913.088,1914.658,2454999.924,2569326.6949088657,2210911.9652,2811693.2445442625,28448842631.09632,253997.4445473496
2022-04-29 13:30:00+03:30,1914.618,1917.673,1914.428,1914.923,2344069.958,2411316.124813649,2130888.009,2608870.864882252,16664671723.580929,158526.94378347453
2022-04-29 14:30:00+03:30,1914.943,1919.838,1914.043,1919.418,2500080.109,2727090.273920632,2239692.0204000003,3293538.496168788,96013412116.07915,807687.2617599642
2022-04-29 15:30:00+03:30,1919.418,1919.705,1907.408,1910.815,4388370.037,3976969.3865527776,2493150.5,4359052.0384,298651792793.8677,1722782.2299039497
2022-04-29 16:30:00+03:30,1910.815,1913.458,1902.428,1910.715,4776559.83,5211628.945525191,3824403.2,5888611.5,393737097233.58386,1733206.6323739332
2022-04-29 17:30:00+03:30,1910.679,1914.513,1907.703,1911.213,4626229.763,4762701.373171582,4080418.2,5244668.5,138071744763.25555,665058.2954160282
2022-04-29 18:30:00+03:30,1911.293,1913.273,1904.125,1909.523,3550329.924,3661794.037184051,3284680.223257401,4118757.9634,60109770662.69718,376571.86396957934
2022-04-29 19:30:00+03:30,1909.523,1909.593,1906.553,1908.128,2270420.075,2750059.995861389,2424919.506142166,3205952.0,66391400643.63241,553827.8929489106
2022-04-29 20:30:00+03:30,1908.168,1911.523,1907.183,1909.863,2334800.005,2231612.0876216823,1870301.1,2622646.2,49305180023.764626,506847.573456619
2022-04-29 21:30:00+03:30,1909.863,1911.363,1907.433,1908.023,2115010.023,2229007.899078744,1946215.5025767328,2495726.84117464,34654393419.52472,356649.7875086901
2022-04-29 22:30:00+03:30,1908.043,1908.103,1894.373,1896.518,3866080.046,2145529.438490464,1886113.7798757283,2499073.662384588,31970380138.794838,341827.7407077551
2022-04-29 23:30:00+03:30,1896.448,1897.613,1895.263,1895.748,876800.0007,1793363.835631746,805339.8013399998,3509615.5,540549082841.73584,6914940.591750912
2022-05-02 01:30:00+03:30,1895.635,1899.633,1895.338,1897.968,1127635.002,753621.7236253989,448241.72,1305040.9,65020092788.05327,1979302.8530382074
2022-05-02 02:30:00+03:30,1897.958,1899.788,1896.948,1897.118,1198289.99,1035007.4793274485,780546.8,1518923.0,46542332583.81242,1031616.0249667157
2022-05-02 03:30:00+03:30,1897.118,1898.373,1888.863,1890.378,2419480.085,1690770.0097543062,1190208.122705521,2059856.0096,70464271755.93802,956086.6535248132
2022-05-02 04:30:00+03:30,1890.528,1892.488,1889.758,1889.978,1903640.032,2742866.4624895104,2123990.0114,3235548.2,139170847527.47516,1164014.1767475384
2022-05-02 05:30:00+03:30,1889.978,1891.663,1884.368,1887.673,1781909.943,1856101.497529681,1627624.953508982,2040603.7506925096,22399049331.34571,276831.2557707592
2022-05-02 06:30:00+03:30,1887.658,1889.318,1886.583,1888.448,1236330.032,1607876.7515727931,1175704.0143,2017510.5620369816,64073747696.13507,914196.7661555469
2022-05-02 07:30:00+03:30,1888.428,1888.438,1883.763,1885.468,1432710.052,1262030.1434712852,902475.56,1606400.0,43813519122.44942,796432.7445700505
2022-05-02 08:30:00+03:30,1885.468,1887.013,1882.623,1885.708,1469689.965,1931006.04789251,1732212.2,2074144.6,11580136358.443682,137556.44070230226
2022-05-02 09:30:00+03:30,1885.688,1887.658,1883.043,1887.058,1986729.98,2334757.5677047996,1759419.4,2613050.5,69834358873.48814,686176.9748524417
2022-05-02 10:30:00+03:30,1887.058,1887.283,1883.017,1884.147,2026819.944,2580983.761140254,2060203.9,2848445.028919737,52004538824.84663,462229.5859092382
2022-05-02 11:30:00+03:30,1884.137,1885.398,1879.328,1879.768,2305949.926,2176499.943566024,2001827.1,2381041.8,13408624316.36757,141311.7282572364
2022-05-02 12:30:00+03:30,1879.768,1881.208,1876.708,1880.673,1778859.973,2226472.645435168,1989213.2,2515265.4642188586,28811459290.748383,296850.29582613317
2022-05-02 13:30:00+03:30,1880.638,1882.193,1877.128,1881.983,1908040.047,1957191.9693245643,1754884.3069225613,2168382.0,20904150874.708267,245008.77109847334
2022-05-02 14:30:00+03:30,1882.003,1882.218,1875.713,1876.013,2147219.896,2346027.5277508497,1998757.4,2831025.2,62463160404.52179,610798.1106626574
2022-05-02 15:30:00+03:30,1875.939,1876.598,1860.453,1861.498,4413000.107,3529460.918185724,2232031.0,4106257.9632,257155751585.2145,1671495.3447386692
2022-05-02 16:30:00+03:30,1861.498,1864.398,1854.468,1857.938,5379509.926,4761703.918999897,3840632.0,5311853.5,183042081139.02353,881861.7538552511
2022-05-02 17:30:00+03:30,1857.915,1864.908,1857.688,1862.694,5024030.209,4826869.995223427,4524817.5,5171487.0,48012280081.677025,228174.04612665932
2022-05-02 18:30:00+03:30,1862.694,1872.013,1859.746,1869.994,3781709.909,3793238.0389006836,3546038.0556,4254832.5,41382741151.5517,250260.5656315228
2022-05-02 19:30:00+03:30,1869.998,1870.128,1864.948,1865.978,2928260.088,2936119.811630671,2603987.9798,3456151.2,71137653706.11296,555815.9098722779
2022-05-02 20:30:00+03:30,1865.978,1866.818,1861.608,1866.125,2166249.991,2725276.004763239,2413814.8,3131676.5,42925360686.11551,361325.8501922486
2022-05-02 21:30:00+03:30,1866.198,1866.538,1859.808,1859.878,2212739.945,2316317.22221043,1790192.0322000002,2949117.633454761,115304228933.38426,1141988.294536017
2022-05-02 22:30:00+03:30,1859.922,1863.943,1859.838,1861.668,2555439.949,2431660.9686034936,2027839.1,2741410.3351718327,57489659001.7591,542364.9028337982
2022-05-02 23:30:00+03:30,1861.598,1863.113,1861.173,1862.638,678560.0185,1009618.6403582575,467858.97,2540401.8,323682793801.95685,7355022.8261670545
2022-05-03 01:30:00+03:30,1862.333,1864.213,1862.333,1863.633,343030.0057,886054.942388092,703877.9854799998,1130062.2,17526168346.232025,453761.33237520565
2022-05-03 02:30:00+03:30,1863.593,1863.623,1862.178,1863.098,447820.0078,757530.6622642131,418119.1,1065282.5,43619680045.262825,1320985.1459995057
2022-05-03 03:30:00+03:30,1863.098,1866.998,1863.078,1866.718,1355919.957,1481626.2884801948,897313.56,1769351.9,66532205630.82208,1030165.2159703565
2022-05-03 04:30:00+03:30,1866.688,1866.688,1859.578,1859.888,1255339.98,1987349.1755151122,1661870.874039132,2486591.2,78274425927.85136,903561.7367589897
2022-05-03 05:30:00+03:30,1859.888,1865.288,1859.698,1865.143,1020220.041,1338995.9146995277,1085641.5,1618851.2,27086943145.26587,464068.8854485238
2022-05-03 06:30:00+03:30,1865.163,1865.213,1862.183,1862.493,940180.0036,944911.6253931955,738113.0233024883,1423339.2,50484580708.82573,1225695.248495871
2022-05-03 07:30:00+03:30,1862.468,1864.468,1857.668,1858.348,1364480.019,1034214.7617143057,830784.7,1353923.9,28772921600.12574,638235.1542205524
2022-05-03 08:30:00+03:30,1858.348,1860.373,1857.333,1859.478,1371180.058,1554015.0308138668,1423569.568083825,1798295.9988,11789175880.70286,174017.9096385203
2022-05-03 09:30:00+03:30,1859.458,1862.038,1856.508,1858.798,2055550.098,1933911.183876768,1691676.9,2105554.0326,15370807745.110783,182317.69899977188
2022-05-03 10:30:00+03:30,1858.768,1860.748,1853.318,1855.523,3323430.061,2320531.1840570252,2045692.5,2711933.9944,31659157057.72911,312970.3642884063
2022-05-03 11:30:00+03:30,1855.523,1856.548,1850.308,1853.608,2100519.896,2739178.5571920746,2427049.9706,3010938.2,34548555293.96377,289333.2474452239
2022-05-03 12:30:00+03:30,1853.598,1859.646,1853.498,1857.528,2037029.982,2013987.5896760714,1878544.054279624,2192324.0,9879692589.880957,112517.7906991031
2022-05-03 13:30:00+03:30,1857.518,1860.873,1854.917,1858.438,2096580.029,2067696.7016789252,1883402.5,2646240.02,49412420659.01567,548219.0571603872
2022-05-03 14:30:00+03:30,1858.458,1863.858,1858.413,1863.788,2408600.092,2512599.2391945748,2156982.7798,3221223.4579900927,91752576273.15305,837734.2221925977
2022-05-03 15:30:00+03:30,1863.738,1865.478,1856.692,1863.228,3312969.923,3946357.469487102,2394977.0,4572815.0,366879964167.21075,2132780.5021871463
2022-05-03 16:30:00+03:30,1863.186,1872.258,1861.904,1871.019,4066639.9,4497252.545045216,3002758.2,4951166.057599999,314220074787.23663,1602889.9835232957
2022-05-03 17:30:00+03:30,1870.96,1877.998,1866.497,1874.248,4175330.162,4437404.126638752,3625419.2,5020213.5,152150964442.5602,786604.2641870683
2022-05-03 18:30:00+03:30,1874.248,1877.408,1870.868,1871.528,3594069.958,3395878.726796898,2896541.977,3799880.8,70973082545.36803,479450.6893854217
2022-05-03 19:30:00+03:30,1871.496,1872.393,1867.268,1869.698,2211289.883,2783257.7298734705,1939155.6264,3262987.815325775,164324541289.42438,1354456.001369004
2022-05-03 20:30:00+03:30,1869.698,1871.763,1868.908,1871.168,1616600.037,2168528.8297699816,1832138.5,2523140.952041305,44819114174.96331,474133.06680139067
2022-05-03 21:30:00+03:30,1871.128,1871.133,1865.593,1869.238,2082070.112,1895262.77180075,1514536.2,2988725.9124799995,176893960926.37018,2141223.611939558
2022-05-03 22:30:00+03:30,1869.238,1869.858,1865.173,1866.028,1842749.953,2044580.1303944038,1679492.6,2506290.3429068457,54599997406.12819,612625.9372168485
2022-05-03 23:30:00+03:30,1866.028,1868.253,1865.598,1867.848,725979.9838,805102.697282511,372647.97,1957657.4,192771728040.9821,5493047.499184872
2022-05-04 01:30:00+03:30,1867.838,1868.943,1867.128,1868.703,425823.9865,615717.7293889864,397898.84,1175212.1,47210539868.90008,1759035.7602919568
2022-05-04 02:30:00+03:30,1868.703,1869.328,1866.948,1868.278,681540.0124,598429.7267134973,390968.84,873104.2,15927744883.66043,610587.5050124881
2022-05-04 03:30:00+03:30,1868.278,1868.298,1864.838,1865.898,848450.0051,1289081.253733451,1086752.4142653567,1519119.1,18089495878.425243,321912.9029807487
2022-05-04 04:30:00+03:30,1865.878,1865.958,1862.368,1862.643,1124289.99,1420071.5764110063,1158883.395629384,1884680.2,57717921351.484146,932422.7825498714
2022-05-04 05:30:00+03:30,1862.663,1864.868,1861.533,1863.405,849500.0005,1138400.8959375785,903227.06,1579166.00696,45123426400.048744,909324.6705898786
2022-05-04 06:30:00+03:30,1863.405,1865.608,1863.098,1864.578,751869.9765,850396.9247514758,691499.9962600002,1283986.0,29259736641.864536,789330.8601861821
2022-05-04 07:30:00+03:30,1864.538,1866.118,1863.223,1865.548,560469.985,937666.1496582923,706420.3,1199926.1,21046322369.022434,514910.5558232223
2022-05-04 08:30:00+03:30,1865.558,1865.938,1862.328,1863.798,849049.9854,1031969.7205859732,882402.3281839702,1398320.0074,22862413441.307907,508227.88130958023
2022-05-04 09:30:00+03:30,1863.778,1866.598,1861.298,1866.578,1421164.99,1590620.392193542,1283640.0,1785088.5,26485249545.810238,381974.8265415516
2022-05-04 10:30:00+03:30,1866.578,1871.788,1865.928,1870.698,2091000.08,1993737.1690931022,1724342.4,2453222.0364,41835913919.025,481375.23978991533
2022-05-04 11:30:00+03:30,1870.698,1872.008,1868.088,1868.463,1966930.032,1990304.3658014117,1695544.9,2463795.301141037,48655205613.427185,560809.2415988505
2022-05-04 12:30:00+03:30,1868.453,1870.553,1866.828,1869.738,1526039.958,1840945.9682585998,1701020.8,2078413.311729489,13343162753.633835,166257.3451330944
2022-05-04 13:30:00+03:30,1869.728,1871.666,1866.663,1867.013,1402889.967,1671034.2914092657,1446097.8,2050796.0322,34746297170.406494,477007.68157870555
2022-05-04 14:30:00+03:30,1867.033,1869.888,1865.848,1868.778,1191669.941,1842540.3353084505,1595100.0,2157405.738655527,32830628985.55397,408753.0206416623
2022-05-04 15:30:00+03:30,1868.778,1869.478,1863.628,1867.428,2972490.072,2367309.1313951183,1575904.9,2725563.946302862,105372045296.36234,1021136.9189280744
2022-05-04 16:30:00+03:30,1867.443,1870.758,1861.538,1862.727,3612200.022,3873169.443326048,2887738.5,4240563.0,158046622041.6676,936119.6721475791
2022-05-04 17:30:00+03:30,1862.608,1866.958,1861.548,1866.638,3445410.013,3899531.148152881,3268704.0,4332393.44590345,106409317670.66434,626000.3751227269
2022-05-04 18:30:00+03:30,1866.558,1869.078,1865.828,1868.508,2676399.946,2982531.082733334,2622209.9782,3247298.455420178,35926207053.00823,276320.8130278065
2022-05-04 19:30:00+03:30,1868.508,1868.828,1865.858,1868.438,2348309.994,2148493.6332128826,1711238.0,2628683.5,72434662538.84969,773432.9561764428
2022-05-04 20:30:00+03:30,1868.538,1869.648,1865.848,1866.698,2512979.984,1994491.462691857,1682213.1,2323589.0,47017015998.38383,540788.7499847212
2022-05-04 21:30:00+03:30,1866.698,1888.723,1861.688,1885.858,6927320.004,2326073.0042649587,1351360.01108,2915233.0,176021693974.66724,1736042.5620608244
2022-05-04 22:30:00+03:30,1885.878,1889.663,1881.318,1883.968,5574923.992,4721677.774476436,2443103.5,5710188.5,787506523891.2065,3826294.9941251944
2022-05-04 23:30:00+03:30,1883.778,1886.518,1880.508,1880.568,861509.9788,2996297.090995416,1260534.1,4676349.5,881896849434.724,6752345.314275931
2022-05-05 01:30:00+03:30,1881.298,1883.948,1881.298,1882.678,635969.9965,907567.8156239138,542819.56,1811506.98676,174439430494.16705,4409470.476300754
2022-05-05 02:30:00+03:30,1882.638,1893.998,1882.593,1893.814,1098670.006,864502.6039462113,402665.6,1577406.00112,111460053713.55807,2957826.6594992285
2022-05-05 03:30:00+03:30,1893.814,1895.988,1892.888,1895.708,1562280.059,1474777.1245542846,940413.796071872,1850859.0,85378664594.4487,1328124.2535595521
2022-05-05 04:30:00+03:30,1895.708,1903.263,1895.708,1900.448,3166320.086,1825976.9411112876,1150144.8,2348169.8,125945510861.30655,1582356.5020905978
2022-05-05 05:30:00+03:30,1900.498,1901.488,1899.183,1899.528,2074690.104,1776709.7950201752,990443.9808000004,2901411.5,323357133222.4861,4175290.883848531
2022-05-05 06:30:00+03:30,1899.508,1902.658,1899.238,1901.103,1734179.974,1331414.5288245268,917503.94,2158920.8,139068473267.80878,2396262.354472639
2022-05-05 07:30:00+03:30,1901.108,1901.558,1899.573,1901.378,1134750.009,1302210.524550023,893045.06,1899946.5,71096734166.14142,1252517.0076663026
2022-05-05 08:30:00+03:30,1901.398,1902.118,1898.668,1898.868,1445729.971,1483937.5734242043,948406.4697126144,1898887.6,98349341664.48499,1520451.2573838464
2022-05-05 09:30:00+03:30,1898.883,1902.118,1897.388,1897.543,2501640.081,2139555.099901911,1501482.5509202385,2687428.045,123173159323.77795,1320712.4717093434
2022-05-05 10:30:00+03:30,1897.653,1898.238,1891.633,1894.943,3212340.117,2691063.288378805,2276766.2,2995016.5,51785975461.64854,441457.53287210973
2022-05-05 11:30:00+03:30,1894.878,1895.208,1889.383,1894.163,3072210.074,2619797.058957309,1832299.9954,2972717.0,115042619958.13159,1007405.9558188996
2022-05-05 12:30:00+03:30,1894.163,1898.653,1893.098,1897.318,2385440.111,2366650.2697762814,1693043.98298,2911945.0,116907766601.1029,1133244.7427104332
2022-05-05 13:30:00+03:30,1897.318,1899.228,1895.048,1896.338,2084110.022,2093779.6027895496,1649457.6,2429925.8,55927986768.627464,612780.8842030613
2022-05-05 14:30:00+03:30,1896.338,1900.168,1895.288,1897.283,3846590.042,2287113.835303584,1732887.2,2951077.9856,105923219781.82439,1062471.2565071955
2022-05-05 15:30:00+03:30,1897.198,1909.633,1897.078,1906.798,4302529.812,4341876.903442872,3432349.2,5300824.0,329452006201.7168,1740732.8382635824
2022-05-05 16:30:00+03:30,1906.813,1908.388,1892.852,1894.838,5677629.948,4839707.52425753,3770668.8,5814807.0,514144952650.4371,2437168.6084590643
2022-05-05 17:30:00+03:30,1894.858,1895.178,1882.678,1886.068,5433934.212,5005174.770986829,4296727.852792614,6044288.0,340864813502.7864,1562355.0113664428
2022-05-05 18:30:00+03:30,1886.078,1886.148,1874.248,1875.015,4854169.846,4082227.7320073256,3739686.2,4567022.0,64425075289.22247,362037.31293567497
2022-05-05 19:30:00+03:30,1875.015,1877.178,1872.358,1876.368,3489876.986,3600855.765707199,3223876.0,4132514.2,71733050613.78824,456998.65414537105
2022-05-05 20:30:00+03:30,1876.368,1880.098,1873.223,1874.613,3170180.082,3130260.808559925,2731542.0628,3727033.958026844,110793472454.76218,811978.512093425
2022-05-05 21:30:00+03:30,1874.588,1877.958,1873.178,1877.433,2634599.924,3291032.6598952347,2608298.8,4354403.0,355870028259.2501,2480723.598600954
2022-05-05 22:30:00+03:30,1877.418,1880.935,1876.583,1877.805,3140049.934,2619947.262815747,2110717.304101742,2873029.0,65222854877.99808,571101.2408132766
2022-05-05 23:30:00+03:30,1877.908,1879.218,1876.508,1876.788,977859.9739,1072730.3489583002,515603.6104441204,2908479.2,458882441687.73175,9813704.797923129
2022-05-06 01:30:00+03:30,1876.028,1878.098,1875.938,1877.838,530319.9887,896054.3162797354,576172.94,1386081.4,53625486607.00236,1372943.850070069
2022-05-06 02:30:00+03:30,1877.838,1877.838,1873.903,1874.078,779850.0061,868540.6565104494,657001.3,1037358.5383513252,19575178672.182045,517034.5494744423
2022-05-06 03:30:00+03:30,1874.063,1876.568,1871.618,1872.258,1645589.948,1468923.445316263,1154791.4244649515,1729292.0,29667216090.102825,463318.2121266326
2022-05-06 04:30:00+03:30,1872.298,1872.758,1866.001,1869.958,2989190.102,2618816.4611884966,1859767.0,3166294.1480719973,146553679187.42038,1283828.869315355
2022-05-06 05:30:00+03:30,1869.958,1875.953,1868.738,1875.498,2063250.065,2287069.6569463764,1796151.9956,2893986.5,85803858852.43167,860674.6638266634
2022-05-06 06:30:00+03:30,1875.498,1877.308,1875.184,1876.794,1349750.042,1618023.4511843766,1386003.9,2143857.5,47092841626.89504,667695.1357681401
2022-05-06 07:30:00+03:30,1876.806,1877.268,1875.674,1875.915,940439.9991,1234562.383638329,1056157.4169277526,1678168.0,39639782503.404236,736593.2502045522
2022-05-06 08:30:00+03:30,1875.915,1877.788,1874.016,1874.016,1532639.98,1530766.9111405737,1269883.9292519516,1795466.0,29230895721.203167,438059.910766164
2022-05-06 09:30:00+03:30,1873.998,1876.968,1872.992,1873.184,2526550.055,2437182.4198703477,1806997.6,2707819.9866,63124028049.80236,594173.4421870229
2022-05-06 10:30:00+03:30,1873.203,1876.828,1872.946,1873.993,2911479.95,2954687.67958154,2518382.0,3206405.5,42467922308.74574,329717.89650017605
2022-05-06 11:30:00+03:30,1874.013,1881.698,1873.008,1881.668,2892709.971,2835390.075705521,2631120.0,3121727.8,22451504947.709545,181635.57110501404
2022-05-06 12:30:00+03:30,1881.683,1884.788,1880.433,1883.108,2238509.893,2532398.2737349947,2402094.488880658,2832292.0,16160552417.048872,146379.10235249612
2022-05-06 13:30:00+03:30,1883.148,1884.826,1881.246,1884.713,1890669.942,2280932.394601147,2045066.2441432448,2877522.52524584,53584195895.290306,538925.6506249364
2022-05-06 14:30:00+03:30,1884.718,1885.448,1881.13,1881.773,2107980.013,2550372.4671083507,1989410.2,2862437.438624332,70668629723.87132,635668.4695107619
2022-05-06 15:30:00+03:30,1881.778,1889.998,1875.958,1876.438,4333980.084,3642302.2383763473,2200876.2,4092389.9652,285862871220.3103,1800526.5112795155
2022-05-06 16:30:00+03:30,1876.438,1885.443,1874.318,1880.798,5493740.082,5500814.905768712,3790034.2,6230720.0,469894422042.15283,1959708.2623444768
2022-05-06 17:30:00+03:30,1880.794,1887.558,1879.648,1885.558,5024209.976,5622457.466822422,4613398.5,6173598.0,184279582358.36267,751901.6698967664
2022-05-06 18:30:00+03:30,1885.558,1892.373,1883.768,1886.438,3303100.109,4136429.388728842,3786987.2,4487595.0,37513129899.47376,208033.36489259222
2022-05-06 19:30:00+03:30,1886.418,1889.738,1886.058,1888.558,2678780.079,2720282.2742000595,2287409.82981183,3258654.8984033405,93582661747.50339,789208.8923215882
2022-05-06 20:30:00+03:30,1888.558,1888.798,1881.708,1882.098,2102180.004,2500918.521186235,2214945.0,2934873.2,51381848905.01349,471315.99211447575
2022-05-06 21:30:00+03:30,1882.188,1884.008,1881.828,1882.398,1996989.965,2387700.981662386,1963235.8,3783734.9184,288735796901.87225,2774215.6615339024
2022-05-06 22:30:00+03:30,1882.398,1884.678,1880.553,1880.913,3350790.024,2198962.531250054,2010835.0,2476974.8,20422590385.782043,213044.009352675
2022-05-06 23:30:00+03:30,1880.913,1883.563,1880.338,1883.148,466980.0103,1464835.680290816,999344.470243076,3034273.0,352168540249.1538,5515475.562890792
2022-05-09 01:30:00+03:30,1883.068,1885.558,1880.208,1881.478,773801.9824,587438.9201601107,338426.47,918397.56,34817978374.13955,1359742.4304662382
2022-05-09 02:30:00+03:30,1881.508,1882.578,1879.778,1881.128,917190.0153,806505.2177842795,645729.2138799999,1222080.2,32691521088.935993,929908.5568404925
2022-05-09 03:30:00+03:30,1881.118,1881.988,1877.618,1881.158,1675869.942,1632246.7988608517,1255788.4716951635,2023625.2,44585633693.228615,626637.5421752732
2022-05-09 04:30:00+03:30,1881.098,1881.158,1876.348,1878.208,2489229.918,2478290.755299628,1871100.5,2793703.2,81342348351.57462,752964.5044228268
2022-05-09 05:30:00+03:30,1878.188,1878.568,1873.628,1874.498,1543269.992,1950949.8062161466,1735298.7661574972,2493246.3218250745,63551407873.109856,747289.4017847383
2022-05-09 06:30:00+03:30,1874.498,1876.748,1874.238,1874.858,1357290.03,1256676.3072342724,1022315.06,1814443.2,54333446968.29972,991874.7665590567
2022-05-09 07:30:00+03:30,1874.848,1876.128,1872.733,1873.608,970730.0067,1162183.5879449646,932090.06,1682900.4,43448169882.60089,857646.2064264757
2022-05-09 08:30:00+03:30,1873.618,1873.698,1870.528,1871.628,1620679.975,1499476.3277609837,1252926.145487348,1779496.0022,22435590192.330143,343235.3592733742
2022-05-09 09:30:00+03:30,1871.588,1872.884,1869.288,1871.338,2068929.911,2308458.5043728407,1850146.5,2507585.2,47172273821.88716,468777.5632721288
2022-05-09 10:30:00+03:30,1871.358,1872.653,1866.328,1869.648,2770080.09,2600720.2213327438,2151340.0,2824442.6589219747,38451020454.76935,339162.7917278774
2022-05-09 11:30:00+03:30,1869.648,1872.048,1864.078,1865.448,2365619.898,2567345.0159203815,2216188.0256000003,2743025.5,24045476452.415855,214845.44701299252
2022-05-09 12:30:00+03:30,1865.438,1867.208,1862.218,1863.618,2235440.016,2180872.2598388074,1987599.101656197,2483911.700844614,22179266855.889793,233290.6494703818
2022-05-09 13:30:00+03:30,1863.628,1863.968,1856.108,1859.488,2718869.925,2083562.6828278597,1930634.446131452,2462753.552530787,25311487826.31285,278675.2094905093
2022-05-09 14:30:00+03:30,1859.488,1861.928,1856.218,1860.348,2326620.102,2765644.7931099995,2541142.0108,3196655.3685794026,33507823763.530476,277931.02302531176
2022-05-09 15:30:00+03:30,1860.398,1868.908,1859.238,1864.363,3297719.955,3899652.4601170053,2316362.5,4442966.654142505,343247824475.75183,2019297.1289668595
2022-05-09 16:30:00+03:30,1864.363,1871.448,1861.278,1863.218,4391560.078,4569823.218187178,2990740.8,5010198.021,372444426223.70135,1869734.8543803878
